Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"ArrivalNotice / transport / placeOfDelivery / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / transport / placeOfDelivery / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / transport / placeOfDelivery / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / transport / placeOfReceipt",placeOfReceipt,Location,,,,,"The location where the cargo is handed over by the shipper, or his agent, to the shipping line.
This indicates the point at which the shipping line takes on responsibility for carriage of the container.",
"ArrivalNotice / transport / placeOfReceipt / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / transport / placeOfReceipt / address",address,Address,,,,,"Location address",
"ArrivalNotice / transport / placeOfReceipt / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / transport / placeOfReceipt / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / transport / placeOfReceipt / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / transport / placeOfReceipt / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / transport / placeOfReceipt / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / transport / placeOfReceipt / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / transport / placeOfReceipt / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / transport / placeOfReceipt / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / transport / placeOfReceipt / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / transport / placeOfReceipt / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / transport / placeOfReceipt / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / transport / placeOfReceipt / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNotice / transport / placeOfReceipt / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / transport / placeOfReceipt / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / transport / placeOfReceipt / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / transport / plannedArrivalDate",plannedArrivalDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The expected date of arrival of the first mother vessel arriving at the destination country.",
"ArrivalNotice / transport / plannedDepartureDate",plannedDepartureDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The expected date of departure of the first mother vessel arriving at the destination country.",
"ArrivalNotice / transport / portOfDischarge",portOfDischarge,Location,,,,,"The location where the cargo is discharged from the last sea-going vessel.",
"ArrivalNotice / transport / portOfDischarge / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / transport / portOfDischarge / address",address,Address,,,,,"Location address",
"ArrivalNotice / transport / portOfDischarge / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / transport / portOfDischarge / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / transport / portOfDischarge / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / transport / portOfDischarge / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / transport / portOfDischarge / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / transport / portOfDischarge / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / transport / portOfDischarge / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / transport / portOfDischarge / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / transport / portOfDischarge / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / transport / portOfDischarge / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / transport / portOfDischarge / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / transport / portOfDischarge / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNotice / transport / portOfDischarge / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / transport / portOfDischarge / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / transport / portOfDischarge / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / transport / portOfLoading",portOfLoading,Location,,,,,"The location where the cargo is loaded onto a first sea-going vessel for water transportation.",
"ArrivalNotice / transport / portOfLoading / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / transport / portOfLoading / address",address,Address,,,,,"Location address",
"ArrivalNotice / transport / portOfLoading / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / transport / portOfLoading / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / transport / portOfLoading / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / transport / portOfLoading / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / transport / portOfLoading / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / transport / portOfLoading / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / transport / portOfLoading / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / transport / portOfLoading / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / transport / portOfLoading / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / transport / portOfLoading / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / transport / portOfLoading / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / transport / portOfLoading / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNotice / transport / portOfLoading / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / transport / portOfLoading / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / transport / portOfLoading / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / transport / vesselVoyages",vesselVoyages,"VesselVoyage list",,,,,"Details of the POD, POL or DC vessel voyages",
"ArrivalNotice / transport / vesselVoyages / carrierVoyageNumber",carrierVoyageNumber,string,,50,,1234N,"Carrier-specific identifier of a voyage:
* the import voyage (if `typeCode` is `POD` or `DC`)
* the export voyage (if `typeCode` is `POL`)",
"ArrivalNotice / transport / vesselVoyages / typeCode",typeCode,string,,,,POD,"Code representing the type of a vessel voyage.

- `DC` - Destination country
- `POD` - Port of destination
- `POL` - Port of loading",
"ArrivalNotice / transport / vesselVoyages / universalVoyageReference",universalVoyageReference,string,,5,,2301W,"Universal identifier of a voyage:
* the import voyage (if `typeCode` is `POD` or `DC`)
* the export voyage (if `typeCode` is `POL`)",
"ArrivalNotice / transport / vesselVoyages / vesselFlag",vesselFlag,string,,2,,NL,"Vessel flag",
"ArrivalNotice / transport / vesselVoyages / vesselIMONumber",vesselIMONumber,string,,8,,12345678,"The unique reference for a registered vessel, which remains unchanged throughout the entire lifetime of the vessel.
The reference is the International Maritime Organisation (IMO) number,
also sometimes known as the Lloyd's register code.",
"ArrivalNotice / transport / vesselVoyages / vesselName",vesselName,string,,50,,"King of the Seas","Vessel name",
"ArrivalNotice / transportDocumentReference","transportDocumentReference",string,yes,20,,HHL71800000,"A unique number allocated by the shipping line to the transport document and the main number used for the tracking of the status of the shipment.",
"ArrivalNotice / transportDocumentTypeCode","transportDocumentTypeCode",string,,,,SWB,"Specifies the type of the transport document
- `BOL` (Bill of Lading)
- `SWB` (Sea Waybill)",
"ArrivalNotice / utilizedTransportEquipments","utilizedTransportEquipments","UtilizedTransportEquipment list",,,,,"The equipments being used.",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings",activeReeferSettings,ActiveReeferSettings,,,,,"Active reefer settings applied to this equipment.",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / airExchangeSetpoint",airExchangeSetpoint,number,,,,15.4,"Target value for the air exchange rate which is the rate at which outdoor air replaces indoor air within a Reefer container",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / airExchangeUnit",airExchangeUnit,string,,,,MQH,"The unit for `airExchange` in metrics- or imperial- units per hour
- `MQH` (Cubic metre per hour)
- `FQH` (Cubic foot per hour)

**Condition:** Mandatory to provide if `airExchange` is provided",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / co2Setpoint",co2Setpoint,number,,,,25,"The percentage of the controlled atmosphere CO<sub>2</sub> target value",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / humiditySetpoint",humiditySetpoint,number,,,,95.6,"The percentage of the controlled atmosphere humidity target value",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / isBulbMode",isBulbMode,boolean,,,,true,"Is special container setting for handling flower bulbs active",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / isColdTreatmentRequired",isColdTreatmentRequired,boolean,,,,true,"Indicator whether cargo requires cold treatment prior to loading at origin or during transit, but prior arrival at POD",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / isControlledAtmosphereRequired","isControlledAtmosphereRequired",boolean,,,,true,"Indicator of whether cargo requires Controlled Atmosphere.",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / isDrainholesOpen",isDrainholesOpen,boolean,,,,true,"Is drain holes open on the container",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / isVentilationOpen",isVentilationOpen,boolean,,,,true,"If `true` the ventilation orifice is `Open` - if `false` the ventilation orifice is `closed`",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / o2Setpoint",o2Setpoint,number,,,,25,"The percentage of the controlled atmosphere O<sub>2</sub> target value",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / temperatureSetpoint",temperatureSetpoint,number,,,,-15,"Target value of the temperature for the Reefer based on the cargo requirement.",
"ArrivalNotice / utilizedTransportEquipments / activeReeferSettings / temperatureUnit",temperatureUnit,string,,,,CEL,"The unit for temperature in Celsius or Fahrenheit

- `CEL` (Celsius)
- `FAH` (Fahrenheit)

**Condition:** Mandatory to provide if `temperatureSetpoint` is provided",
"ArrivalNotice / utilizedTransportEquipments / customsReferences",customsReferences,"CustomsReference list",,,,,"A list of `Customs references`",
"ArrivalNotice / utilizedTransportEquipments / customsReferences / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / utilizedTransportEquipments / customsReferences / type",type,string,,50,"^\S(?:.*\S)?$",CUS,"The reference type code as defined in the relevant customs jurisdiction.",
"ArrivalNotice / utilizedTransportEquipments / customsReferences / values",values,"string list",,,,,,
"ArrivalNotice / utilizedTransportEquipments / equipment",equipment,Equipment,,,,,"The container or transport equipment used.",
"ArrivalNotice / utilizedTransportEquipments / equipment / ISOEquipmentCode",ISOEquipmentCode,string,,4,"^\S(?:.*\S)?$",22G1,"Unique code for the different equipment size and type used to transport commodities. The code can refer to one of ISO size type (e.g. 22G1) or ISO type group (e.g. 22GP) following the [ISO 6346](https://www.iso.org/standard/83558.html) standard.",
"ArrivalNotice / utilizedTransportEquipments / equipment / equipmentReference",equipmentReference,string,,11,"^\S(?:.*\S)?$",APZU4812090,"The unique identifier for the equipment, which should follow the BIC ISO Container Identification Number where possible.
According to [ISO 6346](https://www.iso.org/standard/83558.html), a container identification code consists of a 4-letter prefix and a 7-digit number (composed of a 3-letter owner code, a category identifier, a serial number, and a check-digit).

If a container does not comply with [ISO 6346](https://www.iso.org/standard/83558.html), it is suggested to follow [Recommendation #2: Containers with non-ISO identification](https://smdg.org/documents/smdg-recommendations) from SMDG.",
"ArrivalNotice / utilizedTransportEquipments / equipment / tareWeight",tareWeight,TareWeight,,,,,"The tare weight of the container.",
"ArrivalNotice / utilizedTransportEquipments / equipment / tareWeight / unit",unit,string,,,,KGM,"The unit of measure which can be expressed in imperial or metric terms
- `KGM` (Kilograms)
- `LBR` (Pounds)",
"ArrivalNotice / utilizedTransportEquipments / equipment / tareWeight / value",value,number,,,,4800,"The weight of an empty container (gross container weight).",
"ArrivalNotice / utilizedTransportEquipments / isNonOperatingReefer",isNonOperatingReefer,boolean,,,,false,"If the equipment is a Reefer Container then setting this attribute will indicate that the container should be treated as a `DRY` container.

**Condition:** Only applicable if `ISOEquipmentCode` shows a Reefer type.",
"ArrivalNotice / utilizedTransportEquipments / isShipperOwned",isShipperOwned,boolean,,,,true,"Indicates whether the container is shipper owned (SOC).",
"ArrivalNotice / utilizedTransportEquipments / references",references,"Reference list",,,,,"A list of `References`",
"ArrivalNotice / utilizedTransportEquipments / references / type",type,string,,3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CR` (Customer’s Reference)
- `AKG` (Vehicle Identification Number)",
"ArrivalNotice / utilizedTransportEquipments / references / value",value,string,,35,"^\S(?:.*\S)?$",HHL00103004,"The value of the reference.",
"ArrivalNotice / utilizedTransportEquipments / seals",seals,"Seal list",,,,,"A list of `Seals`",
"ArrivalNotice / utilizedTransportEquipments / seals / number",number,string,,15,,VET123,"Identifies a seal affixed to the container.",
"ArrivalNotice / utilizedTransportEquipments / seals / source",source,string,,,,CUS,"The source of the seal, namely who has affixed the seal.
- `CAR` (Carrier)
- `SHI` (Shipper)
- `VET` (Veterinary)
- `CUS` (Customs)

**Condition:** Seal source may be required depending on the type of commodity being shipped.",
"ArrivalNotice / utilizedTransportEquipments / shippingMarks",shippingMarks,"string list",,,,,"A list of the `ShippingMarks` applicable to this `UtilizedTransportEquipment`

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.",
"ArrivalNoticeNotification",,,,,,,,
"ArrivalNoticeNotification / equipmentReferences",equipmentReferences,"string list",,,,,"References of the equipments for which this arrival notice was created",
"ArrivalNoticeNotification / etaAtPlaceOfDeliveryDate",etaAtPlaceOfDeliveryDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The expected date of arrival of the shipment at place of delivery",
"ArrivalNoticeNotification / etaAtPortOfDischargeDate",etaAtPortOfDischargeDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The expected date of arrival of the vessel at the port of discharge",
"ArrivalNoticeNotification / issueDateTime",issueDateTime,string,yes,,,2025-01-23T01:23:45Z,"The date and time when the Arrival Notice was issued.",
"ArrivalNoticeNotification / label",label,string,,,,Warning,"Free text used to indicate a certain version or type of arrival notice,
for example ""Warning"", ""Updated"", ""Second"", ""Third"" etc.",
"ArrivalNoticeNotification / placeOfDelivery",placeOfDelivery,Location,,,,,"The location where the cargo is handed over by the shipping line to the consignee or its agent and where the
responsibility of the shipping line ceases",
"ArrivalNoticeNotification / placeOfDelivery / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNoticeNotification / placeOfDelivery / address",address,Address,,,,,"Location address",
"ArrivalNoticeNotification / placeOfDelivery / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNoticeNotification / placeOfDelivery / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNoticeNotification / placeOfDelivery / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNoticeNotification / placeOfDelivery / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNoticeNotification / placeOfDelivery / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNoticeNotification / placeOfDelivery / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNoticeNotification / placeOfDelivery / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNoticeNotification / placeOfDelivery / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNoticeNotification / placeOfDelivery / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNoticeNotification / placeOfDelivery / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNoticeNotification / placeOfDelivery / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNoticeNotification / placeOfDelivery / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNoticeNotification / placeOfDelivery / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNoticeNotification / placeOfDelivery / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNoticeNotification / placeOfDelivery / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNoticeNotification / portOfDischarge",portOfDischarge,Location,,,,,"The location where the cargo is discharged from the last sea-going vessel",
"ArrivalNoticeNotification / portOfDischarge / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNoticeNotification / portOfDischarge / address",address,Address,,,,,"Location address",
"ArrivalNoticeNotification / portOfDischarge / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNoticeNotification / portOfDischarge / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNoticeNotification / portOfDischarge / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNoticeNotification / portOfDischarge / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNoticeNotification / portOfDischarge / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNoticeNotification / portOfDischarge / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNoticeNotification / portOfDischarge / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNoticeNotification / portOfDischarge / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNoticeNotification / portOfDischarge / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNoticeNotification / portOfDischarge / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNoticeNotification / portOfDischarge / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNoticeNotification / portOfDischarge / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNoticeNotification / portOfDischarge / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNoticeNotification / portOfDischarge / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNoticeNotification / portOfDischarge / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNoticeNotification / transportDocumentReference","transportDocumentReference",string,yes,,,TDR1234,"The reference of the transport document for which this arrival notice was created",
